,age,country,highest_level_of_education_completed,gender,race,totalCompensation,min_years_of_relevant_experience,Latitude,Longitude
16528,25-34,UK,College Degree,Non-binary,White,58402.28047,2,52.289,-1.259
16529,35-44,UK,Master's degree,Woman,White,48668.56706,5,52.289,-1.259
16530,25-34,UK,PhD,Woman,White,73698.11583,5,52.289,-1.259
16531,25-34,UK,Master's degree,Woman,White,52840.15852,2,52.289,-1.259
16532,25-34,UK,Master's degree,Woman,White,57011.74998,2,52.289,-1.259
16533,35-44,UK,Master's degree,Woman,White,44496.9756,1,52.289,-1.259
16534,35-44,UK,Master's degree,Woman,White,95946.60363,11,52.289,-1.259
16535,45-54,UK,Master's degree,Woman,White,83431.82924,11,52.289,-1.259
16536,35-44,UK,College Degree,Woman,White,27837.02983,21,52.289,-1.259
16537,25-34,UK,Master's degree,Woman,Another option not listed here or prefer not to answer,55621.2195,2,52.289,-1.259
16538,25-34,UK,PhD,Woman,White,72307.58534,8,52.289,-1.259
16539,25-34,UK,Master's degree,Woman,White,48401.5852,5,52.289,-1.259
16540,25-34,UK,Master's degree,Woman,White,48668.56706,1,52.289,-1.259
16541,25-34,UK,College Degree,Woman,White,33372.7317,5,52.289,-1.259
16542,35-44,UK,PhD,Man,White,54786.9012,5,52.289,-1.259
16543,25-34,UK,College Degree,Woman,White,103594.5213,5,52.289,-1.259
16544,25-34,UK,College Degree,Woman,White,83431.82924,11,52.289,-1.259
16545,25-34,UK,College Degree,Woman,White,55621.2195,2,52.289,-1.259
16546,25-34,UK,College Degree,Woman,White,51449.62803,2,52.289,-1.259
16547,45-54,UK,College Degree,Woman,White,94556.07314,11,52.289,-1.259
16548,55-64,UK,College Degree,Woman,White,55621.2195,31,52.289,-1.259
16549,35-44,UK,College Degree,Woman,White,61878.60669,11,52.289,-1.259
16550,45-54,UK,College Degree,Woman,White,62865.32917,5,52.289,-1.259
16551,25-34,UK,College Degree,Prefer not to answer,White,108461.378,8,52.289,-1.259
16552,18-24,UK,College Degree,Woman,White,44496.9756,1,52.289,-1.259
16553,25-34,UK,College Degree,Woman,White,48668.56706,2,52.289,-1.259
16554,35-44,UK,High School,Woman,White,97337.13412,11,52.289,-1.259
16555,25-34,UK,College Degree,Woman,White,54077.73065,2,52.289,-1.259
16556,35-44,UK,College Degree,Woman,White,44496.9756,5,52.289,-1.259
16557,35-44,UK,High School,Man,White,59792.81096,2,52.289,-1.259
16558,25-34,UK,Master's degree,Woman,White,52840.15852,5,52.289,-1.259
16559,25-34,UK,Master's degree,Woman,White,40325.38413,2,52.289,-1.259
16560,35-44,UK,College Degree,Woman,White,148786.7621,11,52.289,-1.259
16561,25-34,UK,Master's degree,Woman,White,61183.34144,8,52.289,-1.259
16562,45-54,UK,Master's degree,Woman,White,65354.93291,21,52.289,-1.259
16563,35-44,UK,PhD,Woman,White,87603.4207,2,52.289,-1.259
16564,25-34,UK,College Degree,Woman,White,43106.44511,5,52.289,-1.259
16565,35-44,UK,College Degree,Woman,White,120976.1524,11,52.289,-1.259
16566,25-34,UK,Master's degree,Woman,White,87186.26156,5,52.289,-1.259
16567,25-34,UK,Master's degree,Woman,White,219703.817,5,52.289,-1.259
16568,35-44,UK,Master's degree,Woman,White,55621.2195,8,52.289,-1.259
16569,35-44,UK,Master's degree,Man,White,83431.82924,11,52.289,-1.259
16570,35-44,UK,College Degree,Woman,White,34763.26218,2,52.289,-1.259
16571,35-44,UK,Master's degree,Woman,White,50059.09755,11,52.289,-1.259
16572,25-34,UK,Master's degree,Woman,White,70000.0,5,52.289,-1.259
16573,25-34,UK,PhD,Man,White,58402.28047,5,52.289,-1.259
16574,35-44,UK,"Professional degree (MD, JD, etc.)",Woman,White,97337.13412,11,52.289,-1.259
16575,35-44,UK,Master's degree,Woman,White,50059.09755,5,52.289,-1.259
16576,25-34,UK,College Degree,Woman,White,38615.03163,2,52.289,-1.259
16577,25-34,UK,Master's degree,Woman,White,49502.88535,5,52.289,-1.259
16578,35-44,UK,PhD,Woman,White,31982.20121,5,52.289,-1.259
16579,35-44,UK,College Degree,Woman,White,38934.85365,1,52.289,-1.259
16580,35-44,UK,College Degree,Woman,White,69526.52437,11,52.289,-1.259
16581,35-44,UK,College Degree,Woman,White,86212.89022,5,52.289,-1.259
16582,25-34,UK,College Degree,Woman,White,39395.11924,5,52.289,-1.259
16583,35-44,UK,"Professional degree (MD, JD, etc.)",Woman,White,438017.1035,11,52.289,-1.259
16584,35-44,UK,PhD,Woman,White,44496.9756,5,52.289,-1.259
16585,35-44,UK,High School,Man,White,194674.2682,11,52.289,-1.259
16586,35-44,UK,Master's degree,Man,White,111242.439,11,52.289,-1.259
16587,25-34,UK,"Professional degree (MD, JD, etc.)",Woman,White,69526.52437,2,52.289,-1.259
16588,35-44,UK,Master's degree,Man,White,194674.2682,11,52.289,-1.259
16589,35-44,UK,"Professional degree (MD, JD, etc.)",Woman,White,88993.95119,11,52.289,-1.259
16590,25-34,UK,PhD,Non-binary,White,55065.0073,2,52.289,-1.259
16591,25-34,UK,Master's degree,Woman,White,61183.34144,5,52.289,-1.259
16592,45-54,UK,College Degree,Woman,White,72307.58534,21,52.289,-1.259
16593,35-44,UK,Master's degree,Woman,White,109851.9085,8,52.289,-1.259
16594,45-54,UK,PhD,Woman,White,97337.13412,11,52.289,-1.259
16595,35-44,UK,College Degree,Woman,Another option not listed here or prefer not to answer,38239.5884,11,52.289,-1.259
16596,35-44,UK,Master's degree,Woman,White,51449.62803,2,52.289,-1.259
16597,25-34,UK,Master's degree,Woman,White,53535.42376,5,52.289,-1.259
16598,35-44,UK,Master's degree,Woman,Black or African American,179378.4329,5,52.289,-1.259
16599,35-44,UK,Master's degree,Woman,White,48668.56706,8,52.289,-1.259
16600,25-34,UK,"Professional degree (MD, JD, etc.)",Woman,White,100465.8277,11,52.289,-1.259
16601,25-34,UK,College Degree,Man,White,30298.26879,1,52.289,-1.259
16602,35-44,UK,PhD,Woman,White,104289.7866,2,52.289,-1.259
16603,45-54,UK,Master's degree,Man,White,98902.87145,11,52.289,-1.259
16604,35-44,UK,College Degree,Woman,White,43932.42022,2,52.289,-1.259
16605,25-34,UK,College Degree,Woman,White,55621.2195,2,52.289,-1.259
16606,35-44,UK,College Degree,Woman,White,31815.33755,1,52.289,-1.259
16607,35-44,UK,Master's degree,Woman,White,68831.25913,8,52.289,-1.259
16608,25-34,UK,College Degree,Woman,White,79260.23778,5,52.289,-1.259
16609,35-44,UK,College Degree,Man,White,40325.38413,2,52.289,-1.259
16610,25-34,UK,College Degree,Woman,White,58402.28047,2,52.289,-1.259
16611,35-44,UK,College Degree,Woman,White,134186.192,8,52.289,-1.259
16612,35-44,UK,College Degree,Woman,White,82041.29876,21,52.289,-1.259
16613,25-34,UK,College Degree,Woman,White,49767.08614,5,52.289,-1.259
16614,45-54,UK,College Degree,Woman,White,62017.65974,21,52.289,-1.259
16615,25-34,UK,Master's degree,Woman,White,31171.52194,8,52.289,-1.259
16616,35-44,UK,College Degree,Woman,White,76479.17681,11,52.289,-1.259
16617,25-34,UK,College Degree,Man,Asian or Asian American,44261.97594,2,52.289,-1.259
16618,55-64,UK,Master's degree,Woman,White,55621.2195,5,52.289,-1.259
16619,35-44,UK,Master's degree,Man,White,47278.03657,11,52.289,-1.259
16620,35-44,UK,College Degree,Woman,White,51101.99541,11,52.289,-1.259
16621,45-54,UK,High School,Woman,White,50059.09755,21,52.289,-1.259
16622,35-44,UK,College Degree,Woman,White,48957.7974,8,52.289,-1.259
16623,35-44,UK,College Degree,Non-binary,White,108461.378,8,52.289,-1.259
16624,25-34,UK,College Degree,Woman,White,36710.00487,2,52.289,-1.259
16625,18-24,UK,College Degree,Woman,White,30591.67072,1,52.289,-1.259
16626,25-34,UK,Master's degree,Woman,White,56864.35375,8,52.289,-1.259
16627,25-34,UK,Master's degree,Woman,White,45887.50608,5,52.289,-1.259
16628,25-34,UK,College Degree,Woman,White,52617.67364,5,52.289,-1.259
16629,45-54,UK,"Professional degree (MD, JD, etc.)",Woman,White,70326.0794,2,52.289,-1.259
16630,25-34,UK,Master's degree,Woman,White,48668.56706,5,52.289,-1.259
16631,35-44,UK,College Degree,Woman,White,70221.78961,11,52.289,-1.259
16632,45-54,UK,PhD,Woman,White,59236.59876,8,52.289,-1.259
16633,25-34,UK,Master's degree,Woman,White,51449.62803,2,52.289,-1.259
16634,45-54,UK,College Degree,Woman,White,116526.4548,21,52.289,-1.259
16635,25-34,UK,College Degree,Woman,White,83431.82924,5,52.289,-1.259
16636,35-44,UK,Master's degree,Woman,White,87603.4207,11,52.289,-1.259
16637,25-34,UK,College Degree,Woman,White,55621.2195,2,52.289,-1.259
16638,35-44,UK,High School,Woman,White,25724.81402,2,52.289,-1.259
16639,25-34,UK,Master's degree,Woman,White,36153.79267,5,52.289,-1.259
16640,45-54,UK,College Degree,Woman,White,159581.2202,11,52.289,-1.259
16641,25-34,UK,Master's degree,Woman,White,34763.26218,2,52.289,-1.259
16642,18-24,UK,Master's degree,Woman,White,47973.30181,2,52.289,-1.259
16643,25-34,UK,Master's degree,Woman,White,48263.92269,1,52.289,-1.259
16644,25-34,UK,Master's degree,Woman,White,22248.4878,5,52.289,-1.259
16645,35-44,UK,College Degree,Woman,White,121671.4176,5,52.289,-1.259
16646,25-34,UK,Master's degree,Woman,Another option not listed here or prefer not to answer,67440.72864,8,52.289,-1.259
16647,35-44,UK,"Professional degree (MD, JD, etc.)",Man,Another option not listed here or prefer not to answer,166863.6585,5,52.289,-1.259
16648,25-34,UK,College Degree,Woman,White,73698.11583,5,52.289,-1.259
16649,25-34,UK,College Degree,Man,White,36849.05792,8,52.289,-1.259
16650,35-44,UK,Master's degree,Woman,White,243342.8353,8,52.289,-1.259
16651,35-44,UK,College Degree,Woman,White,36849.05792,5,52.289,-1.259
16652,45-54,UK,College Degree,Woman,White,30423.41653,8,52.289,-1.259
16653,35-44,UK,Master's degree,Man,White,115414.0305,8,52.289,-1.259
16654,35-44,UK,Master's degree,Woman,White,104289.7866,11,52.289,-1.259
16655,45-54,UK,Master's degree,Woman,White,53952.58291,11,52.289,-1.259
16656,25-34,UK,"Professional degree (MD, JD, etc.)",Man,White,63199.61065,5,52.289,-1.259
16657,35-44,UK,Master's degree,Woman,White,36849.05792,2,52.289,-1.259
16658,25-34,UK,College Degree,Woman,White,111242.439,8,52.289,-1.259
16659,25-34,UK,College Degree,Woman,White,58402.28047,5,52.289,-1.259
16660,18-24,UK,Master's degree,Woman,White,42411.17987,2,52.289,-1.259
16661,25-34,UK,College Degree,Prefer not to answer,White,34763.26218,2,52.289,-1.259
16662,25-34,UK,College Degree,Non-binary,White,34763.26218,1,52.289,-1.259
16663,25-34,UK,High School,Woman,Asian or Asian American,52144.89328,5,52.289,-1.259
16664,35-44,UK,Master's degree,Woman,White,83431.82924,11,52.289,-1.259
16665,25-34,UK,Master's degree,Man,White,144128.485,11,52.289,-1.259
16666,25-34,UK,College Degree,Woman,White,39212.95974,2,52.289,-1.259
16667,25-34,UK,PhD,Woman,White,52000.0,2,52.289,-1.259
16668,25-34,UK,Master's degree,Woman,White,38239.5884,2,52.289,-1.259
16669,25-34,UK,Master's degree,Woman,White,45887.50608,8,52.289,-1.259
16670,25-34,UK,Master's degree,Woman,White,109851.9085,5,52.289,-1.259
16671,45-54,UK,PhD,Woman,White,70917.05486,21,52.289,-1.259
16672,45-54,UK,Master's degree,Woman,White,109851.9085,21,52.289,-1.259
16673,45-54,UK,Master's degree,Woman,White,63964.40242,21,52.289,-1.259
16674,55-64,UK,College Degree,Woman,White,36849.05792,11,52.289,-1.259
16675,35-44,UK,College Degree,Woman,White,76479.17681,11,52.289,-1.259
16676,35-44,UK,High School,Woman,White,104289.7866,11,52.289,-1.259
16677,25-34,UK,College Degree,Woman,White,93860.8079,8,52.289,-1.259
16678,18-24,UK,College Degree,Non-binary,White,75644.85851,2,52.289,-1.259
16679,25-34,UK,College Degree,Woman,White,38934.85365,5,52.289,-1.259
16680,35-44,UK,College Degree,Woman,Another option not listed here or prefer not to answer,54230.68901,11,52.289,-1.259
16681,55-64,UK,PhD,Woman,White,61183.34144,21,52.289,-1.259
16682,25-34,UK,College Degree,Woman,White,74393.38107,5,52.289,-1.259
16683,45-54,UK,College Degree,Woman,White,73420.00973,11,52.289,-1.259
16684,45-54,UK,College Degree,Woman,White,355975.8048,11,52.289,-1.259
16685,25-34,UK,College Degree,Non-binary,White,27643.74609,2,52.289,-1.259
16686,25-34,UK,PhD,Woman,White,51460.75228,2,52.289,-1.259
16687,25-34,UK,College Degree,Non-binary,White,25220.05145,1,52.289,-1.259
16688,25-34,UK,College Degree,Woman,White,272112.6407,8,52.289,-1.259
16689,25-34,UK,College Degree,Woman,White,39540.05986,2,52.289,-1.259
16690,25-34,UK,College Degree,Man,White,44654.38206,5,52.289,-1.259
16691,45-54,UK,Master's degree,Woman,White,136754.0451,11,52.289,-1.259
16692,25-34,UK,Master's degree,Woman,White,30699.88767,2,52.289,-1.259
16693,35-44,UK,College Degree,Man,White,111635.9552,11,52.289,-1.259
16694,25-34,UK,Master's degree,Man,White,80936.06748,5,52.289,-1.259
16695,35-44,UK,Master's degree,Woman,White,34134.08874,11,52.289,-1.259
16696,25-34,UK,Master's degree,Man,White,34188.51126,8,52.289,-1.259
16697,25-34,UK,College Degree,Woman,White,32095.33711,1,52.289,-1.259
16698,45-54,UK,"Professional degree (MD, JD, etc.)",Woman,White,58608.87645,21,52.289,-1.259
16699,25-34,UK,Master's degree,Woman,White,41927.67386,5,52.289,-1.259
16700,45-54,UK,College Degree,Woman,White,36281.68542,21,52.289,-1.259
16701,25-34,UK,Master's degree,Woman,White,37875.28868,5,52.289,-1.259
16702,35-44,UK,College Degree,Woman,White,48840.73038,11,52.289,-1.259
16703,35-44,UK,PhD,Woman,White,66981.57309,8,52.289,-1.259
16704,25-34,UK,Master's degree,Woman,White,61539.32028,2,52.289,-1.259
16705,25-34,UK,College Degree,Woman,White,41863.48318,5,52.289,-1.259
16706,25-34,UK,College Degree,Woman,White,61532.34303,5,52.289,-1.259
16707,25-34,UK,Master's degree,Man,White,92099.663,2,52.289,-1.259
16708,35-44,UK,College Degree,Woman,White,36979.41014,1,52.289,-1.259
16709,25-34,UK,"Professional degree (MD, JD, etc.)",Woman,White,131172.2473,5,52.289,-1.259
16710,25-34,UK,College Degree,Woman,White,56395.69364,2,52.289,-1.259
16711,25-34,UK,College Degree,Woman,White,37677.13486,2,52.289,-1.259
16712,25-34,UK,College Degree,Man,White,44654.38206,2,52.289,-1.259
16713,25-34,UK,Master's degree,Woman,White,55817.97758,5,52.289,-1.259
16714,25-34,UK,Master's degree,Woman,White,62097.50005,2,52.289,-1.259
16715,25-34,UK,PhD,Man,White,142335.8428,8,52.289,-1.259
16716,55-64,UK,College Degree,Woman,White,47445.28094,5,52.289,-1.259
16717,25-34,UK,College Degree,Woman,White,73261.09557,5,52.289,-1.259
16718,35-44,UK,"Professional degree (MD, JD, etc.)",Woman,White,55817.97758,21,52.289,-1.259
16719,35-44,UK,Master's degree,Woman,White,54422.52814,11,52.289,-1.259
16720,25-34,UK,College Degree,Woman,White,57632.06185,5,52.289,-1.259
16721,35-44,UK,College Degree,Woman,White,59850.82645,8,52.289,-1.259
16722,35-44,UK,PhD,Woman,White,54422.52814,5,52.289,-1.259
16723,25-34,UK,College Degree,Woman,White,30978.97755,5,52.289,-1.259
16724,35-44,UK,College Degree,Woman,White,71865.64613,2,52.289,-1.259
16725,35-44,UK,Master's degree,Man,White,71167.92141,11,52.289,-1.259
16726,25-34,UK,"Professional degree (MD, JD, etc.)",Woman,White,104658.708,5,52.289,-1.259
16727,25-34,UK,Master's degree,Woman,White,43189.16015,5,52.289,-1.259
16728,25-34,UK,College Degree,Man,White,70400.42422,5,52.289,-1.259
16729,25-34,UK,Master's degree,Woman,White,37258.50003,2,52.289,-1.259
16730,35-44,UK,High School,Woman,White,70470.19669,8,52.289,-1.259
16731,25-34,UK,Master's degree,Woman,White,36560.77531,1,52.289,-1.259
16732,35-44,UK,High School,Woman,White,150708.5395,8,52.289,-1.259
16733,18-24,UK,Master's degree,Woman,White,41863.48318,2,52.289,-1.259
16734,45-54,UK,College Degree,Man,White,209317.4159,21,52.289,-1.259
16735,25-34,UK,College Degree,Man,White,51352.53937,2,52.289,-1.259
16736,25-34,UK,College Degree,Woman,White,55817.97758,11,52.289,-1.259
16737,25-34,UK,College Degree,Man,White,41863.48318,5,52.289,-1.259
16738,25-34,UK,College Degree,Woman,White,41989.07363,2,52.289,-1.259
16739,25-34,UK,College Degree,Woman,White,35583.9607,5,52.289,-1.259
16740,25-34,UK,College Degree,Woman,White,76749.71917,5,52.289,-1.259
16741,25-34,UK,College Degree,Woman,White,46049.8315,8,52.289,-1.259
16742,35-44,UK,College Degree,Man,White,59344.27831,11,52.289,-1.259
16743,25-34,UK,College Degree,Woman,White,48840.73038,5,52.289,-1.259
16744,35-44,UK,College Degree,Woman,White,55315.61578,11,52.289,-1.259
16745,25-34,UK,College Degree,Woman,White,32793.06183,2,52.289,-1.259
16746,25-34,UK,Master's degree,Woman,White,46249.38077,2,52.289,-1.259
16747,35-44,UK,College Degree,Man,White,177919.8035,11,52.289,-1.259
16748,25-34,UK,College Degree,Woman,Black or African American,39072.5843,2,52.289,-1.259
16749,45-54,UK,College Degree,Woman,White,43258.93262,31,52.289,-1.259
16750,35-44,UK,Master's degree,Woman,White,62795.22477,11,52.289,-1.259
16751,25-34,UK,College Degree,Woman,Middle Eastern or Northern African,118613.2023,11,52.289,-1.259
16752,25-34,UK,Master's degree,Woman,White,76749.71917,2,52.289,-1.259
16753,35-44,UK,Master's degree,Man,White,167453.9327,21,52.289,-1.259
16754,25-34,UK,Master's degree,Woman,White,55817.97758,5,52.289,-1.259
16755,25-34,UK,Master's degree,Woman,White,50236.17982,2,52.289,-1.259
16756,25-34,UK,College Degree,Woman,White,20373.56181,5,52.289,-1.259
16757,35-44,UK,College Degree,Man,White,48840.73038,8,52.289,-1.259
16758,35-44,UK,Master's degree,Woman,White,76749.71917,11,52.289,-1.259
16759,35-44,UK,Master's degree,Woman,White,80238.34276,11,52.289,-1.259
16760,25-34,UK,College Degree,Woman,White,46887.10116,5,52.289,-1.259
16761,35-44,UK,PhD,Woman,White,60004.32589,5,52.289,-1.259
16762,25-34,UK,College Degree,Woman,White,76051.99445,2,52.289,-1.259
16763,25-34,UK,College Degree,Woman,White,86517.86524,11,52.289,-1.259
16764,25-34,UK,College Degree,Woman,White,31160.38598,2,52.289,-1.259
16765,25-34,UK,Master's degree,Man,White,53027.0787,5,52.289,-1.259
16766,25-34,UK,"Professional degree (MD, JD, etc.)",Woman,White,88611.0394,8,52.289,-1.259
16767,25-34,UK,Master's degree,Woman,White,34756.45919,2,52.289,-1.259
16768,35-44,UK,College Degree,Woman,White,31397.61239,2,52.289,-1.259
16769,25-34,UK,Master's degree,Woman,White,43258.93262,2,52.289,-1.259
16770,35-44,UK,Master's degree,Woman,White,121041.2844,11,52.289,-1.259
16771,35-44,UK,College Degree,Woman,White,31816.24722,1,52.289,-1.259
16772,35-44,UK,College Degree,Woman,White,115822.3035,11,52.289,-1.259
16773,45-54,UK,College Degree,Man,White,41009.46812,11,52.289,-1.259
16774,25-34,UK,College Degree,Woman,White,31258.06744,1,52.289,-1.259
16775,45-54,UK,PhD,Man,White,122799.5507,11,52.289,-1.259
16776,25-34,UK,Master's degree,Woman,Asian or Asian American,149313.09,2,52.289,-1.259
16777,25-34,UK,College Degree,Woman,White,34467.60115,5,52.289,-1.259
16778,25-34,UK,Master's degree,Woman,White,68725.88489,2,52.289,-1.259
16779,25-34,UK,College Degree,Man,White,83726.96636,2,52.289,-1.259
16780,45-54,UK,Master's degree,Woman,White,55817.97758,21,52.289,-1.259
16781,18-24,UK,College Degree,Woman,White,89308.76412,1,52.289,-1.259
16782,25-34,UK,College Degree,Woman,White,73261.09557,5,52.289,-1.259
16783,25-34,UK,PhD,Woman,White,40991.32728,2,52.289,-1.259
16784,25-34,UK,Master's degree,Man,White,53724.80342,5,52.289,-1.259
16785,35-44,UK,Master's degree,Woman,White,43956.65734,2,52.289,-1.259
16786,25-34,UK,Master's degree,Man,White,77007.87731,2,52.289,-1.259
16787,25-34,UK,PhD,Man,White,69772.47197,5,52.289,-1.259
16788,25-34,UK,College Degree,Man,White,38374.85958,2,52.289,-1.259
16789,25-34,UK,College Degree,Woman,White,63632.49444,8,52.289,-1.259
16790,35-44,UK,"Professional degree (MD, JD, etc.)",Woman,White,258158.1463,8,52.289,-1.259
16791,35-44,UK,Master's degree,Woman,White,66981.57309,5,52.289,-1.259
16792,35-44,UK,Master's degree,Woman,White,75354.26973,8,52.289,-1.259
16793,18-24,UK,College Degree,Woman,White,61399.77533,2,52.289,-1.259
16794,25-34,UK,College Degree,Woman,White,48840.73038,5,52.289,-1.259
16795,25-34,UK,College Degree,Woman,White,61399.77533,5,52.289,-1.259
16796,35-44,UK,College Degree,Woman,White,50236.17982,11,52.289,-1.259
16797,35-44,UK,College Degree,Man,White,304207.9778,11,52.289,-1.259
16798,25-34,UK,Master's degree,Man,White,66981.57309,5,52.289,-1.259
16799,25-34,UK,Master's degree,Non-binary,Black or African American,69758.51747,5,52.289,-1.259
16800,35-44,UK,"Professional degree (MD, JD, etc.)",Woman,White,265135.3935,11,52.289,-1.259
16801,18-24,UK,High School,Non-binary,Asian or Asian American,46049.8315,1,52.289,-1.259
16802,18-24,UK,College Degree,Woman,White,49538.4551,2,52.289,-1.259
16803,25-34,UK,Master's degree,Woman,White,69772.47197,2,52.289,-1.259
16804,35-44,UK,College Degree,Man,White,69772.47197,2,52.289,-1.259
16805,18-24,UK,Master's degree,Woman,White,279089.8879,1,52.289,-1.259
16806,25-34,UK,Master's degree,Woman,White,43258.93262,2,52.289,-1.259
16807,35-44,UK,Master's degree,Woman,White,47445.28094,1,52.289,-1.259
16808,55-64,UK,Master's degree,Woman,White,181408.4271,31,52.289,-1.259
16809,25-34,UK,College Degree,Non-binary,White,32095.33711,1,52.289,-1.259
16810,45-54,UK,College Degree,Man,White,98379.18548,11,52.289,-1.259
16811,35-44,UK,College Degree,Woman,White,73958.82029,2,52.289,-1.259
16812,35-44,UK,Master's degree,Woman,White,107449.6068,5,52.289,-1.259
16813,35-44,UK,Master's degree,Woman,Another option not listed here or prefer not to answer,54269.0287,5,52.289,-1.259
16814,25-34,UK,Master's degree,Woman,Black or African American,47445.28094,2,52.289,-1.259
16815,25-34,UK,College Degree,Man,White,62795.22477,8,52.289,-1.259
16816,35-44,UK,College Degree,Man,White,69772.47197,8,52.289,-1.259
16817,35-44,UK,Master's degree,Woman,White,36979.41014,8,52.289,-1.259
16818,35-44,UK,College Degree,Woman,White,34272.23823,11,52.289,-1.259
16819,25-34,UK,College Degree,Woman,White,36281.68542,2,52.289,-1.259
16820,35-44,UK,Master's degree,Woman,White,68377.02253,11,52.289,-1.259
16821,35-44,UK,College Degree,Woman,White,29502.59205,11,52.289,-1.259
16822,25-34,UK,College Degree,Woman,Asian or Asian American,43956.65734,8,52.289,-1.259
16823,18-24,UK,Master's degree,Man,White,42875.18402,2,52.289,-1.259
16824,25-34,UK,College Degree,Woman,White,83726.96636,8,52.289,-1.259
16825,25-34,UK,Master's degree,Woman,White,44654.38206,5,52.289,-1.259
16826,55-64,UK,College Degree,Woman,White,40677.35116,11,52.289,-1.259
16827,35-44,UK,College Degree,Man,White,60702.05061,8,52.289,-1.259
16828,25-34,UK,PhD,Woman,White,104658.708,2,52.289,-1.259
16829,35-44,UK,College Degree,Man,White,69772.47197,11,52.289,-1.259
16830,45-54,UK,College Degree,Woman,White,120008.6518,11,52.289,-1.259
16831,25-34,UK,Master's degree,Man,White,209317.4159,2,52.289,-1.259
16832,25-34,UK,College Degree,Woman,White,40098.23964,5,52.289,-1.259
16833,35-44,UK,Master's degree,Woman,White,46049.8315,11,52.289,-1.259
16834,25-34,UK,College Degree,Woman,White,50554.34229,2,52.289,-1.259
16835,25-34,UK,College Degree,Woman,White,41863.48318,5,52.289,-1.259
16836,45-54,UK,College Degree,Woman,Black or African American,51073.44948,11,52.289,-1.259
16837,25-34,UK,College Degree,Man,White,68028.16017,5,52.289,-1.259
16838,35-44,UK,College Degree,Man,White,110938.2304,11,52.289,-1.259
16839,25-34,UK,Master's degree,Woman,White,167453.9327,5,52.289,-1.259
16840,35-44,UK,Master's degree,Man,White,112333.6799,11,52.289,-1.259
16841,25-34,UK,Master's degree,Woman,White,54422.52814,5,52.289,-1.259
16842,35-44,UK,"Professional degree (MD, JD, etc.)",Man,White,142335.8428,5,52.289,-1.259
16843,25-34,UK,College Degree,Woman,White,76749.71917,8,52.289,-1.259
16844,25-34,UK,College Degree,Woman,White,53027.0787,2,52.289,-1.259
16845,35-44,UK,College Degree,Man,White,55817.97758,11,52.289,-1.259
16846,18-24,UK,College Degree,Man,White,22327.19103,1,52.289,-1.259
16847,25-34,UK,Master's degree,Woman,White,44235.74723,5,52.289,-1.259
16848,25-34,UK,Master's degree,Woman,White,64190.67421,5,52.289,-1.259
16849,35-44,UK,College Degree,Woman,White,47710.41633,11,52.289,-1.259
16850,35-44,UK,Master's degree,Man,White,104658.708,11,52.289,-1.259
16851,25-34,UK,College Degree,Woman,White,54422.52814,2,52.289,-1.259
16852,25-34,UK,Master's degree,Woman,White,86517.86524,2,52.289,-1.259
16853,25-34,UK,College Degree,Woman,White,42170.48206,5,52.289,-1.259
16854,35-44,UK,Master's degree,Man,White,86517.86524,11,52.289,-1.259
16855,25-34,UK,Master's degree,Woman,White,46049.8315,1,52.289,-1.259
16856,35-44,UK,High School,Woman,White,41863.48318,11,52.289,-1.259
16857,25-34,UK,College Degree,Man,White,124701.5483,5,52.289,-1.259
16858,18-24,UK,High School,Man,White,34886.23598,1,52.289,-1.259
16859,25-34,UK,College Degree,Woman,Black or African American,100472.3596,5,52.289,-1.259
16860,35-44,UK,College Degree,Man,White,114426.854,11,52.289,-1.259
16861,25-34,UK,College Degree,Woman,White,76749.71917,5,52.289,-1.259
16862,25-34,UK,PhD,Woman,White,48840.73038,2,52.289,-1.259
16863,35-44,UK,College Degree,Man,White,66981.57309,5,52.289,-1.259
16864,25-34,UK,College Degree,Woman,White,48840.73038,8,52.289,-1.259
16865,45-54,UK,College Degree,Man,White,152103.9889,11,52.289,-1.259
16866,35-44,UK,Master's degree,Woman,White,97681.46076,11,52.289,-1.259
16867,55-64,UK,"Professional degree (MD, JD, etc.)",Woman,White,125590.4495,31,52.289,-1.259
16868,18-24,UK,College Degree,Woman,Asian or Asian American,152801.7136,1,52.289,-1.259
16869,25-34,UK,Master's degree,Woman,White,47445.28094,1,52.289,-1.259
16870,25-34,UK,College Degree,Woman,White,106054.1574,8,52.289,-1.259
16871,25-34,UK,College Degree,Woman,White,106054.1574,8,52.289,-1.259
16872,25-34,UK,"Professional degree (MD, JD, etc.)",Woman,White,65586.12365,2,52.289,-1.259
16873,25-34,UK,Master's degree,Woman,Another option not listed here or prefer not to answer,177222.0788,8,52.289,-1.259
16874,35-44,UK,College Degree,Woman,White,60004.32589,1,52.289,-1.259
16875,25-34,UK,College Degree,Woman,White,181408.4271,5,52.289,-1.259
16876,25-34,UK,Master's degree,Woman,Asian or Asian American,59934.55342,5,52.289,-1.259
16877,35-44,UK,College Degree,Man,White,122799.5507,21,52.289,-1.259
16878,18-24,UK,College Degree,Man,White,46049.8315,2,52.289,-1.259
16879,25-34,UK,Master's degree,Woman,White,51631.62926,2,52.289,-1.259
16880,35-44,UK,PhD,Woman,White,92099.663,11,52.289,-1.259
16881,25-34,UK,College Degree,Man,White,49052.83869,5,52.289,-1.259
16882,18-24,UK,College Degree,Woman,White,47445.28094,1,52.289,-1.259
